SINGER	I'm taking my freedom, pulling it off the shelf, putting it on my chain, wear it around my neck.  I'm taking my freedom, putting it in my car, wherever I choose to go, it will take me far.  I'm living my life like it's golden, living my life like it's golden, living my life like it's golden, living my life like it's golden, living my life like it's golden, golden.  Living my life like it's golden, living my life like it's golden, living my life like it's golden, living my life like it's golden, living my life like it's golden.
JALEN	Cool.  Well, check this out.  Sigma Mu Kappa's throwing a little mixer before the Rav concert.  Don't you wanna come through?

SYDNEY	Maybe.

JALEN	Maybe?  Okay.  I wanna see you there.

MADISON	I've heard stuff about those guys.

MADISON	OMG.

WOMAN	Is that her?

MADISON	I'm sorry.

SYDNEY	Whatever.

EVA	Hello.  I'm Eva Fletcher, President of Georgia A&M.  Hi, Ebonie, it's Dr. Fletcher.  You're looking good.

JUNE	June Weaver, Ebonie's father.  This is DeLois, her mother.

DELOIS	She got through surgery, praise God.  Can't wait to get her back to Miami, put all of this behind us.

EVA	You're taking her out of school?

JUNE	Don't worry, we're not suing.  I'm not having my daughter's name attached to that monster for the rest of her life.

EVA	When monsters are allowed to prey on whomever they will…

JUNE	It's not our fight, Dr. Fletcher.

EVA	With all due respect, I don't think that's true.

JUNE	You know, with all due respect, our daughter is no longer your business.

EVA	Please hear me out.  Ebonie is vivacious.  She is smart, she's a worker, exactly the kind of student we want here.

DELOIS	And we can't get her far enough away.

JUNE	(sighs)

BOJOHN	Watch 64, 64, Mike, 64, Mike.  Hey, beta three, beta three.

FOOTBALL PLAYER	I'ma get your ass back to jail.

BOJOHN	Wide, ready, hut.

FOOTBALL PLAYER	That's what we call (indistinct)

REFEREE	(whistle blowing)

FOOTBALL PLAYER	Hey, man, you need to get up out of here.

MITCHELL	Damn, attempted murder.  Ain't you supposed to be the great white hope?  I was wide open.

BOJOHN	What the hell am I doing?

COACH HARDWICK	All right, bring it in.  Take a knee.  All right, listen up.  We got our first scrimmage tomorrow, people are talking about us.  But usually, they're just going on and on about how much I suck.

COACH HARDWICK	But now, they're trashing the team.  You know, I learned a long time not to worry about what people say.  Worry about what we do and what do we do, gentlemen?

FOOTBALL PLAYERS	Make plays.

COACH HARDWICK	What?

FOOTBALL PLAYERS	Make plays.

COACH HARDWICK	What?

FOOTBALL PLAYERS	Make plays.

COACH HARDWICK	You're damn right.  Break.

FOOTBALL PLAYER	Let's go break down, fellas, break down.

TAVARUS	Hey, QB.  Number five.  Yo, Texas.  Hey.  My fault right there, man.  I ran the wrong route but I really appreciate you not throwing me underneath the bus back there, all right?

BOJOHN	No problem.

TAVARUS	Yeah.  Hey.  Tavarus, man.

BOJOHN	Bo.

TAVARUS	Hey, man.  You got a good arm.  Man, keep it up.  You'll be all right.  I never had a QB get me to rock like that, so we gonna run some more after practice next time, all right?

BOJOHN	Yeah.

TAVARUS	All right.  Cool, man.

BOJOHN	You ever been in Texas?

TAVARUS	Why, trying to go back home?

BOJOHN	No, I can't never do that.

CHRYSTAL	They're beautiful, aren't they?

COACH HARDWICK	(knocks on door) Well, your husband surely misses you.

EVA	(giggles)

COACH HARDWICK	Except it's not from your husband and you're not happy to hear from this cat.  Well, if you got a love-the-one-you're-with list, I am around.  I'm just playing.

EVA	What do you need, coach?

COACH HARDWICK	Hey, look, you know the reporter who did the Bojohn story?

EVA	Uh-hmm.

COACH HARDWICK	That's Diamond's boy.  He covers the band, not the football team.

EVA	The story was planted.

COACH HARDWICK	One hundred percent.  Hey, look, around here, men come in two flavors, hound dogs and big dogs.  Now, you pull a hound dog's tail, he'll just go and lie somewhere else.  You pull a big dog's tail, he's gonna bite you.

EVA	Thank you for the head's up.

COACH HARDWICK	Any time.

DESK CLERK	You don't have an appointment?

EVA	I don't.  My office tried but apparently had no luck.

DESK CLERK	She's the Deputy District Attorney, you don't just happen by.

EVA	Please let her know that the president of Georgia A&M would like a few minutes of her time.

LILA	Look, I wish I could help but this sounds like an administrative matter and I'm in the middle of front page murder trial.

EVA	It's not an administrative issue if he's acting outside the scope of his employment.

LILA	Okay, so you want me to do your laundry.  I go after him, prove he's acting outside of his official responsibilities, then if the family comes after the university…

EVA	They won't.  They never wanna hear Cecil Diamond's name again.  Look, I am not trying to bail out the university, I am here to behead a beast.

LILA	He's resourceful and ruthless, with very powerful friends.

LILA	Look, you're not the first to come here with allegations against him.

EVA	I bet I'm the first with a witness.

CEDRIC	(sighs) Chantel.

CHANTEL	Hey.  (giggles)

CEDRIC	Hey, what are you doing here?

CHANTEL	What you think I'm doing here?  I missed my man.

CEDRIC	How'd you swing the cash for the trip from Chicago?

CHANTEL	Like I don't know how to have a savings account.  You mad I came?

CEDRIC	Hell, no.  I'm mad we're still standing here though.

CHANTEL	Oh, I missed you.

JASON	Hey.  I've been testing you like crazy.

EVA	You need to go home.

JASON	I have told you I transferred here.

EVA	Go back to Connecticut.

JASON	Or what?

CHANTEL	(moaning)

BOJOHN	(on phone) Hello.

ALYSSA	You said you'd call every day.

BOJOHN	I know.  I'm sorry but I got mandatory studying right now.  I'll call you after.  Promise.

ALYSSA	Have a nice day.

CUSTOMER	All right.  Now, you, too.

ALYSSA	You don't keep promises, Bo.  You make new ones to replace the ones you broke.

BOJOHN	Thanks for making me feel like crap.

ALYSSA	You feel like crap?  People laugh at me for thinking you're coming back.  How you think that feels?

BOJOHN	What do you want me to say, Alyssa?

ALYSSA	Nothing.  Go.  Go ahead with your life.  I'll be here topping off gas tanks.

EVA	I'm supposed to be getting the school out of that but I can't ignore this.  I think we just have to be very careful with her, so I think the most important thing at this point is to protect these kids.

LILA	That's absolutely…

EVA	No one else to do that.  Hi, Noni.

NONI	Hi, Dr. Fletcher.

EVA	This is Deputy D.A. Standrich.

LILA	Hi.

NONI	D.A.?

EVA	Yes.  I heard you and I'm gonna do something about it.

NONI	Why would you do this?

LILA	I'm here to help, sweetie.  Why do we start at the beginning?

NONI	Beginning of what?  I…

EVA	What you told me about Ebonie having been attacked by the other band members.

NONI	Oh, no, you misunderstood me.

LILA	Noni, if you've been harassed…

NONI	I've got to go.  I should be in class right now.

EVA	Damn it.

CHANTEL	Since when'd you start going to the Center for Civil and Human Rights?

CEDRIC	Since I started trying to show you around.

CHANTEL	Hmm.  Atlanta's all right.  Maybe I should move down here.

CEDRIC	Seriously?

CHANTEL	Why you say it like that?

CEDRIC	You say you love Chicago.  I mean, all your peeps is out there.  Whoa.  Hold on.  Did somebody come at you about that shoot in the club?

CHANTEL	No.  I just miss my man, that's all.

CEDRIC	I mean, your man is just the business.

CHANTEL	Maybe when he ain't all feeling himself like he is right now.

CEDRIC	You know you like that.

CHANTEL	(laughs)

EVA	Excuse me.  Hello.

EVA	(knocks on door)

NONI	Hi, Dr. Fletcher.

EVA	Are you all right?

NONI	I can't talk right now.  I…

EVA	Noni, I'm really concerned about you.

CECIL	Oh, heck, Noni.  Madame President's concerned.  Let her in.

EVA	This is completely inappropriate.

CECIL	I told her the same thing, why I insisted the door be open.

NONI	I asked him to come.  Okay.  I have a lot of formations to learn and I can't do it without his help.

CECIL	And Lord knows I go the extra mile for my kids.

EVA	You're in the band now?

CECIL	A spot opened up.

EVA	Of course, it did.  Are you sure this is what you want?  And what about Ebonie?

NONI	It is what it is.

MAN	That's right, that's right.  Yeah.

WOMAN	Yeah.

MAN	There goes my (indistinct) right.

ALL	Yeah.

WOMAN	All right.

MAN	Yo, let's party.

ALL	(cheering)

DJ	Shout out to the Sigma Mu boys.  Let's go.

CHANTEL	I mean…

CEDRIC	Yeah, let me handle the strippers, all right?

CHANTEL	Okay.

WOMAN	Excuse me.

CEDRIC	Are you dropping that heat?  Can you check me out, bruh?

DJ	All right.

CEDRIC	Can you feel that?

CHANTEL	Hmm.  You're sexy when you're in your grind.

CEDRIC	Used to have sex.

CHANTEL	You ain't here acting like you miss me.  (laughs)

CEDRIC	Something like that.

CHANTEL	(laughs) Oh.  You want some of this?

SYDNEY	Come on.  Woo.

WOMAN	Yeah, yeah.

WOMAN	(laughs)

WOMAN	Oh.

SYDNEY	Take it off.

WOMAN	Oh, whoa.

WOMAN	Oh, work it on.  (laughs)

SYDNEY	Oh.

TAVON	Good luck, everyone.

MAN	Hey.

TAVON	You got this.  You always out.

MAN	Oh.

MAN	Beautiful.

MILES	Strip or dare?

MAN	Strip.

ALL	Strip, strip, strip, strip, strip, strip, strip, strip, strip, strip, strip, strip, strip, strip.  Whoa.  Oh.

MAN	Damn.

MAN	Damn.

SYDNEY	Another round, let's go.

SYDNEY	Take it off.

MAN	Oh.

MAN	Oh, man.

SYDNEY	You got one item left.

MAN	I smell his shirt.

MAN	You got a…

BRYCE	Madison?

MADISON	(breathes heavily)

BRYCE	Hey, you, you look nice.

MADISON	Thanks.  Have you seen Sydney?

BRYCE	Yeah.  She's, uh, she's inside.

MADISON	Thanks

BRYCE	All right.

MAN	All right.  Okay.

MAN	Oh.

MAN	Nope.  All right.

TAVON	Okay.

WOMAN	Okay.

TAVON	I got you this time.

MILES	Dude, you can't.

TAVON	I got you, but…

MILES	It's back around to you?

SYDNEY	Well, let's do this, old man.

MILES	Okay.  Strip…

MAN	Hmm.

MILES	…or dare?

WOMAN	Yeah.

ALL	Strip, strip, strip, strip, strip, strip, strip, strip, strip, strip, strip, strip, strip, strip, strip, strip.

SYDNEY	Dare.

ALL	Boo.

MILES	Hey, all right, all right, all right.

MAN	Oh.

MILES	All right, all right.

MAN	Hey.

MILES	I don't freshman out on me, okay?  Open mouth with tongue.

ALL	Oh.

TAVON	Oh.  (laughs)

SYDNEY	Please.

E.J.	She ain't gonna do it.

TAVON	You ain't gonna do it though.

E.J.	She's not gonna do it.

MAN	She ain't gonna…

SYDNEY	Move.

MILES	Oh.

TAVON	Oh.

E.J.	She's drunk.

ALL	Oh.

MILES	Oh.

TAVON	Oh.

MAN	Oh.

ALL	Oh.

MILES	Oh, no.

ALL	Oh.

E.J.	Yeah.

TAVON	Yeah, this is my lucky day.

E.J.	Yeah.  Man, look at you looking all thirsty.

TAVON	Man, frat, please.  You already know I can have it if I wanted.

E.J.	Hey, even Sigma Mu can't get a girl like that for a dude like you.

TERESA	She's not moving.

TAVON	Wait, what?

TERESA	Something's wrong.

MILES	Yo, freshman.  Tsk, lightweight.  Somebody find her a bed.  Let her sleep this off.

E.J.	Wait a minute.  I thought I knew her.  That's the new president's daughter, man.

MILES	Yo, chill.

MAN	Yo.

WOMAN	What?

MILES	Are you serious?

WOMAN	No.

MAN	Oh.

MADISON	Wait, what--oh, my God.  Sydney?  Sydney?  Sydney?  Wait, what happened?

MAN	Yo, yo, yo, yo, yo, yo.  Take these keys and pull my car around right now.

MADISON	Sydney?

TAVON	Let's go, let's go.

MAN	We need to get out of here, man.

E.J.	Keep moving.

TAVON	Hold up, hold up.

E.J.	Hurry up.

MADISON	Someone get me a blanket or something.

MAN	No.

MADISON	Where's her shirt?  Someone--Sydney, please.

MADISON	Go ahead.  This way.  Come on.  Right here.

E.J.	Watch her head, man.

MADISON	Come on.  Keep her covered.  Keep her covered, come on.

E.J.	I got it.

MADISON	You can do this.  Hold her.

E.J.	I got you.  Come on.

MADISON	Dr. Fletcher?  Help.  Dr. Fletcher?  Come on, come on.  I got you.  I got you.  Wait.  Are you leaving?  Wait.  Oh, my God.

TAVON	Come on, man.

MADISON	We got this.

TAVON	Hurry up.  Hurry up.

MADISON	Come on.  Up, up.

E.J.	I was trying to help her get up the stairs.

MADISON	Come on.

EVA	Sydney?

MADISON	We're almost here.  No, no, no.  Stay with me.  I got you.

EVA	Sydney, baby?

MADISON	All right.  I got you.  We're almost there.

EVA	Sydney.

MADISON	Oh.

EVA	Sydney, Sydney.  Call 911.  Call 911.  Go.

MADISON	Okay.

EVA	Sydney.  Come on, baby.  Come on.  Come on.  It's gonna be okay.

DEREK	(on phone) You've reached Derek Fletcher.  Please leave a message.

EVA	Derek, it's me.  Uh, please call me back.  It's about Sydney.

EVA	Hi.

DEREK	Is Sydney okay?

EVA	Yes.  I mean, no.  She, um, she went out drinking, could've killed herself.

DEREK	What?

EVA	I called a doctor.  He took a good look at her, said she's fine.  She's sleeping.  Derek, I, um, I can't do it by myself.  Uh, we really need to deal with this as a family.

DEREK	What did the doctor say?

EVA	That she was dangerously close to alcohol poisoning.  Did you hear what I said?

DEREK	I can't get into this right now, Eva.

EVA	She needs you, Derek, and so do I.

DEREK	Now, you need me now.  But you didn't need me enough before, did you?  Or else we wouldn't be here.  Do you think pretty young things haven't throw themselves at me?  But I knew it wasn't worth my career or my family and you threw it all away. And for what? A grad student who then brag to all his friends about screwing you?

EVA	I'm sorry.  (on phone) What I did was stupid.

DEREK	I'll call Sydney tomorrow.

EVA	(sniffles) (sighs)

EVA	Hi, Crystal.

CRYSTAL	(on phone) Just got word, ma'am, you can come tomorrow.

EVA	Thank you.  That's the best news I've had all day.  Thanks.

CRYSTAL	(on phone) You're welcome.

EVA	(sighs) (weeping)

ALL	Whoa.

FOOTBALL PLAYER	Bring it on.

ALL	Whoa.

FOOTBALL PLAYER	Bring it on.

ALL	Whoa.

FOOTBALL PLAYER	All right, all right.  Don't let this first (indistinct) be your last.  Let's go.

FOOTBALL PLAYER	Here we go.

MAN	Turn it up.

FOOTBALL PLAYER	There you go.

FOOTBALL PLAYER	Come on, man.

ALL	(grunt)

FOOTBALL PLAYER	Over here.

FOOTBALL PLAYER	Oh.

MAN	Go.

COACH HARDWICK	QB2.

FOOTBALL PLAYER	Come on, man.

FOOTBALL PLAYER	Did a good job, man.

FOOTBALL PLAYER	Come on now.

ALL	(grunt)

COACH HARDWICK	Bojohn.

FOOTBALL PLAYER	(indistinct) dog.  I got you block for me, man.  You got this block up.

COACH HARDWICK	All right.  You're up QB3.  Show them what you got.

BOJOHN	Yes, sir.

COACH HARDWICK	Go and trade right, 37 book.

FOOTBALL PLAYER	All right.

FOOTBALL PLAYER	All right.

BOJOHN	We're go and trade right, 37 book on one-on-one.  Ready?

ALL	Ready.

BOJOHN	Let's go, let's go

FOOTBALL PLAYER	Come here a little bit.

FOOTBALL PLAYER	I got him, I got him.

FOOTBALL PLAYER	We got them?

BOJOHN	All right.  Yeah.  Two get, two.

ALL	(grunt) Oh.

ALL	(groan)

FOOTBALL PLAYER	Welcome to the Teradome bitch.

BOJOHN	That's how it is, yo?

FOOTBALL PLAYER	Man, he can forget about getting your job.

FOOTBALL PLAYER	(laughs)

COACH HARDWICK	Well, he can take an ass whooping, know that much.  Call a pass.

BOJOHN	Let's get this team.  All right.  We're going to trip to right, 72 panther, on 101, ready?  (claps)

BOJOHN	Take 41.  Hey, three, one, nine, three, one, nine.

BOJOHN	One, eighty, one eighty, one eighty hut.

ALL	(groaning)

BOJOHN	(grunts)

FOOTBALL PLAYER	Go back to Texas, bitch.

COACH HARDWICK	That's it.  That's it.

FOOTBALL PLAYER	We got this going, Bo.  Good pass, man.

BOJOHN	Just trying to make the team, man.

BRYCE	Check it out, a pride walk.

CEDRIC	For who?

BRYCE	The name on your dorm building.


CEDRIC	Uh, CT Vivian?

BRYCE	The legend himself.

CEDRIC	Damn, that's tight.

EVA	Gentlemen, I trust you've enjoyed your lunch.

MAN	Yes.

EVA	First, thank you, Dr. Vivian, for bringing us together on such short notice.

DR. VIVIAN	Oh, thank you, my dear.  I like the program that you laid out.

EVA	I won't take up too much of your time.  (sighs) I promised you a 10% budget cut, I am pleased to report that I've already found 12, but today, I have something else on my mind.  Young people, are flooding social media and marching in the streets because black lives matter, Ebonie Weaver's life matters, and as Dr. Vivian so famously said, "We are made by the struggles we choose." I choose to struggle right here, right now for Ebonie Weaver.

SYDNEY	Mommy, can I have a hug?

ALL	Ha.

FOOTBALL PLAYER	Bring it on.

ALL	Ha.

FOOTBALL PLAYER	Bring it on.

ALL	Ha.  Hey.

JUNIOR	Proud of you, bro.

BOJOHN	Appreciate it, man.  How are feeling?

JUNIOR	I'm feeling all right, man.

BOJOHN	Good, good.  (chuckles)

JUNIOR	Let coach know I was here, man, I'm gonna take a leak.

FOOTBALL PLAYER	All right.  I got you.

COACH HARDWICK	All right, all right, settle down, settle down.  Have a seat.

JUNIOR	Going to go to the bathroom, Coach.

COACH HARDWICK	Sit down.  All right, listen up.  The good news is, we're all still here.  The challenging news is, some of us are gonna play in a practice team for a while.  Bojohn Folsom, congratulations, QB2.

FOOTBALL PLAYER	Coming for you, QB1.

VERNON	Yo coach, where my name?

COACH HARDWICK	Second page, son.

VERNON	A bunch of bullshit.  (groans)

COACH HARDWICK	You keep that up, you gonna be off the team altogether.  All right.  You're all dismissed.  Go ahead and celebrate tonight, but 
not too much.

ALL	(cheering)

BOJOHN	Hey, good job, man.

TAVARUS	Thanks.

BOJOHN	Are you still checking out Jay Rav?

TAVARUS	Oh, yeah, just a bit.

BOJOHN	I'm in.

TAVARUS	All right.  See you later.

ELLA	You got this.

CECIL	You got 15 minutes.

EVA	We adjourn when I say so.  And now, we'll begin.  See how that works?  On a campus founded as a sanctuary for students who look, like, her, students who look like Ebonie Weaver nearly killed her.  What Crystal is passing out is our new code of conduct, abuse, bullying, or any conduct that compromises the well-being and safety of our students, no longer tolerated.

CECIL	To make steel, well, you have to put fire to iron, Dr. Fletcher.

EVA	Any person or group guilty of abuse or bullying will be identified and swiftly removed.

CECIL	Well, let's see how long your new and improved code of conduct last once I've talked to the trustees.

EVA	You mean the trustees' Code of Conduct.  Unanimously approved, and they've given me the authority to enforce it, completely. Any questions?

ELLA	How about a round of applause?

EVA	Thank you.  Thank you.

CARLTON	You wouldn't be sitting there having bourbon for breakfast if you checked your email.

CECIL	Left my damn phone in the car.

CARLTON	Use mine.

CECIL	I'm not in the mood for games, Carlton.

CARLTON	You're in the mood for this one.  Got this from the (indistinct) we've got the bitch.  Now, how will--how will parents feel when the woman in charge of their children's education can't even control her own?  (chuckles)

CECIL	That's a shame.

CARLTON	Excuse me.  Did you see that?

CECIL	Shame.

CARLTON	(chuckles)

WAITRESS	Yes?

CARLTON	Take a double, Woodford on the rocks, please.

CECIL	On my tab, please, anything he wants.

CARLTON	How we love that.

YOUNG RAPPER	Check it out, baby.  Check it out.  Ten dollars, baby.  Hey, man, I guaranteed money back now, I'm telling you.  Hottest thing? Check it out, baby, check it out.

BOJOHN	Rav, tore it up.

TAVARUS	Yo, I told you, Chicago's smooth y'all.

JUNIOR	Bro, I can't even wait for the season to start, bro.  Brought a lot of scoop, man.  GAM-U…

JUNIOR & TAVARUS	We rep that GAM-U, we rep that GAM-U, we rep that GAM, GAM-U.

MAN	Ey, yo, here we come.

CHANTEL	Oh, babe, there go Rav, he's coming out.

CEDRIC	Hey, I'm gonna be right back.  Hey, Rav.  Rav.  Hey yo, Rav.

BODYGUARD	Yo, step back.

RAV	Yo, yo, he cool, he cool.

CEDRIC	Hey, check me out, bruh.  You listen to that, you're gonna feel, like, Dr. Dre discovering Kendrick Lamar.  Ey, for Chicago, one track.

RAV	All right, bruh, one track for Chicago.  Okay.

CEDRIC	Hey, them earbuds clean too.

RAV	(chuckles) No doubt.

CEDRIC	Brand new.

RAV	(chuckles) All right.  Cool.

WOMAN	Oh, my good.

YOUNG RAPPER	Check me out now.

WOMAN	Bye Jay Rav.  I love you.

YOUNG RAPPER	I see you, boy.  Yes, sir.  Appreciate it, man.  Appreciate it.  Check me out.  Check me out, I'm the hottest thing, 10 bucks.  Yo bro, check me out.

CEDRIC	Get that mess out of my face, man.

YOUNG RAPPER	Whoa, whoa.

CEDRIC	What's up?  What's up?

YOUNG RAPPER	You okay?

SECURITY GUARD	Break it up, break it up, break it up.

CEDRIC	Got to get him up.

SECURITY GUARD	Calm down.

YOUNG RAPPER	I'll kick your (indistinct).  Let go.  Let him go.

SECURITY GUARD	Calm your ass down or your next stop's the police station.

YOUNG RAPPER	Yo, pretty boy.

CEDRIC	(sighs)

CHANTEL	(on phone) Hey, you reach Chantel.  Leave a name and number and I'll get back to you.

CEDRIC	Hey, Chantel, what's up?  Yo, I've been looking all over campus for you, hit me.  (sighs)

CEDRIC	Oh, fuck, bro.  It's probably Chantel.

OFFICER	You Cedric Hobbs?

CEDRIC	What the hell you all want?

OFFICER	Answer the question.

BRYCE	Dude, just tell them your name.

CEDRIC	I ain't telling them nothing.

OFFICER	You're under arrest for the murder of Chantel Brussard.

BRYCE	Hey, what are you all doing, man?

OFFICER	You better stay back.

OFFICER	You have the right to remain silent.

CEDRIC	What the hell is he talking about, man?

OFFICER	Anything you say can and will be used against you in the court of law.

CEDRIC	What's he talking about, man?  What the hell is he talking about?

BRYCE	That's unnecessary.

CEDRIC	Hey, Bryce, call my mom.

BRYCE	I'm calling my dad first.

OFFICER	You have the right to an attorney, if you cannot afford an attorney, one will be provided for you.

CEDRIC	Hey, where's Chantel at?

OFFICER	Do you understand your rights as I have read them to you?

CEDRIC	Where's Chantel at?

BRYCE	Dad, I need your help?

CEDRIC	Where's Chantel at, man?
